arg,verb,sentence,verb_idx,label
sale,pump,"Mr. Bluey , who reports to SEC enforcement chief Gary Lynch , says he will particularly watch for accounting violations in pumping up sales , cost deferral and new types of financial instruments .",21,1
money,pump,"By pumping money into coverage of local business , the papers aimed at an affluent and influential audience in their communities .",1,1
team,pump,But last year a team of investors pumped about $ 3 million in new equity into the company and restructured some of its debt .,7,1
money,pump,"Nevertheless , they continue to pump money into the market .",5,1
price,pump,"Money managers who pattern their portfolios on this index usually buy the new additions , causing a flurry of activity and pumping up the price of the shares .",21,1
iron,pump,On a wall is a poster of a woman pumping iron .,9,1
trouble,pump,"The fierce-looking , hairy-chested Mr. Ventura , a ring dangling from one ear , is shown saying , `` Do n't pump trouble .",26,1
defense,pump,"The Reagan administration changed the pattern of 15 years of federal research-and-development spending by slowing to a crawl the growth of civilian research programs , such as energy development , while pumping up defense .",35,1
million,pump,"Indeed , the U.S. maintains that the bases pump many millions of dollars into the Philippine economy , over and above whatever compensation and aid the U.S. gives to Manila .",8,1
chunk,pump,"Industry watchers respect Genentech for pumping such a large chunk of capital into its basic science program , and for preserving its enviable scientific edge , but the investment is n't expected to yield products for several years .",5,1
drama,pump,"There has been a consequent letdown in political suspense ; and , since too many reporters these days cover politics as if it were a form of horse racing , the press is now doing its best to pump drama into the vice presidential nominations .",38,1
money,pump,"During the past 10 years state and federal governments have pumped money into the railroad , whose main line track has been substantially improved .",10,1
bullet,pump,"Carl Rowan , of course , is the famous liberal newspaper columnist and TV commentator who may have become even more famous Tuesday for pumping a bullet from a .22-caliber handgun into the wrist of Ben Neal Smith , 18 , of Chevy Chase .",24,1
ink,rain,"Red ink has been raining upon one AI company after another -- including Symbolics Inc . , Teknowledge Inc. and Intellicorp -- and Xerox 's business has been hurt , too .",4,1
confetti,rain,"And when Mr. Dukakis 's 46-minute address had ended -- as the confetti and the balloons rained down and jubilant delegates waved an estimated 10 , 000 American flags -- Mr. Jackson , his wife and family joined the Dukakis and Bentsen families on the platform .",18,1
proposal,rain,"`` It 's raining proposals , not moisture , '' says Sen. Tom Daschle , Democrat of South Dakota .",4,1
base,rest,"The last Polish leader who recognized Solidarity , Edward Gierek , lost his job in the process ; Gen. Jaruzelski has rested his political base on a refusal to do the same .",21,1
power,rest,Real power still rests with Pretoria just as it does with Jerusalem .,3,1
hickman,believe,"`` Dukakis 's fate now rests as much in Bush 's hands as his own , '' Mr. Hickman believes .",20,1
democracy,believe,"Other democracies believe , as Americans have believed until recently , that free institutions rest on consent , not on coercion , and that coercion can not create belief .",2,1
fame,rest,"Aside from Ms. Hepburn 's painfully brilliant performance , the film 's fame rests on the sequence in which Alice and her parents try to impress her rich boyfriend -LRB- Fred MacMurray -RRB- with a fancy dinner in their hopelessly shabby home , served by a hopelessly indifferent cook hired for the evening -LRB- Hattie McDaniel -RRB- .",13,1
eye,rest,"In a reminder of nature 's fickleness , the eye of this year 's drought rests just a couple of hundred miles north of here , along the Red River Valley between Minnesota and North Dakota .",15,1
platform,rest,"And , like Mr. Bush , he rests his platform on often untested optimism .",7,1
decision,rest,The spokesman added that the `` final decision does rest with the board of directors . '',10,1
taxpayer,rest,That 's not to say the taxpayers can rest easy .,8,1
psychoanalysis,rest,"At least Mr. Gay is honest enough , in this instance , to acknowledge that Freud 's entire `` psychoanalysis '' of Leonardo rested on the mistranslation of an Italian word into the German text that served as Freud 's source -- and that `` this gaffe , '' though first pointed out in 1923 , was `` never acknowledged by Freud . . . ''",24,1
flush,ride,"The new minicomputer is hot , and the company is riding the first flush of demand for some faster new mainframes and software .",10,1
coattail,ride,"As he has in previous contests this year , Vice President Bush rode President Reagan 's coattails .",12,1
recorder,ride,"On the side of his dash rides his beloved graph recorder , a combination of a slow moving scroll of paper and a stylus that moves as a vertical blur , etching the solid contours of the lake 's bottom and the inverted arcs of fish .",6,1
piece,ride,"`` Such a big piece of the total company is riding on that pony , '' he says .",11,1
boat,ride,"`` We are beginning to ride the same boat as the U.S . , '' says Yasuo Hayashi , the director of the Ministry of International Trade and Industry 's textile division .",6,1
trail,ride,"The House of Representatives , where some 98 % of the Members ride the PAC trail back into office , is looking more and more like a shoddy place .",12,1
part,withhold,Free riding occurs when a member of an underwriting account withholds part of a public offering and then resells it at a profit .,10,1
ball,rolling,"`` In this environment , it 's pretty easy to get the ball rolling .",14,1
philosopher,roll,"A philosopher , preacher and politician rolled into one , the 67-year-old Mr. Treurnicht mesmerizes frightened whites with that message .",6,1
